论职业启蒙教育的意义及实践,"摘　要:职业启蒙教育可以帮助学生思考未来的职业发展方向,培养正确的职业态度,对于国家发展和个人成长有着重要意义。学校通过课程设置、活动安排,家庭通过家长转...",2016,维普,http://xueshu.baidu.com/s?wd=paperuri%3A%28e568fd7870adf894e21a0526a290148c%29&filter=sc_long_sign&sc_ks_para=q%3D%E8%AE%BA%E8%81%8C%E4%B8%9A%E5%90%AF%E8%92%99%E6%95%99%E8%82%B2%E7%9A%84%E6%84%8F%E4%B9%89%E5%8F%8A%E5%AE%9E%E8%B7%B5&sc_us=459077106030727502&tn=SE_baiduxueshu_c1gjeupa&ie=utf-8
职业启蒙教育从家长做起,"摘　要: 8月30日的《中国教育报》职教周刊,刊出题为《职业启蒙教育任重道远》的文章,对于作者关于“我国职业启蒙教育严重欠缺”的观点,笔者深有同感。按照我国传统...",2016,维普,http://xueshu.baidu.com/s?wd=paperuri%3A%2868119a1dceaf754f4d035183b0292333%29&filter=sc_long_sign&sc_ks_para=q%3D%E8%81%8C%E4%B8%9A%E5%90%AF%E8%92%99%E6%95%99%E8%82%B2%E4%BB%8E%E5%AE%B6%E9%95%BF%E5%81%9A%E8%B5%B7&sc_us=1635101743674033175&tn=SE_baiduxueshu_c1gjeupa&ie=utf-8
职业启蒙教育的价值与实现路径研究,"摘　要: 职业是人们在社会中赖以生存的手段,而职业启蒙教育是人们了解职业世界、增强职业认同感的起点,也为我国基础教育课程改革和发展现代职业教育提供了思路。文...",2015,知网/万方/维普/道客巴巴(账号登陆免费)/豆丁网(账号登陆免费),http://xueshu.baidu.com/s?wd=paperuri%3A%28e5f8e06baaeb1c8f57603f4b8c535e80%29&filter=sc_long_sign&sc_ks_para=q%3D%E8%81%8C%E4%B8%9A%E5%90%AF%E8%92%99%E6%95%99%E8%82%B2%E7%9A%84%E4%BB%B7%E5%80%BC%E4%B8%8E%E5%AE%9E%E7%8E%B0%E8%B7%AF%E5%BE%84%E7%A0%94%E7%A9%B6&sc_us=10098114085208006508&tn=SE_baiduxueshu_c1gjeupa&ie=utf-8
生涯发展取向的智障儿童职业启蒙教育教学设计研究,"生涯发展是个人终身发展的历程,是与职业有关的一生经验与活动。要获得完满的生涯发展,一份合适的、可以谋生的工作不可或缺。马兰提出应当从学校教育的低年级开始设...",2015,知网,http://xueshu.baidu.com/s?wd=paperuri%3A%289828379b592c0b31c94d4332370c2e0a%29&filter=sc_long_sign&sc_ks_para=q%3D%E7%94%9F%E6%B6%AF%E5%8F%91%E5%B1%95%E5%8F%96%E5%90%91%E7%9A%84%E6%99%BA%E9%9A%9C%E5%84%BF%E7%AB%A5%E8%81%8C%E4%B8%9A%E5%90%AF%E8%92%99%E6%95%99%E8%82%B2%E6%95%99%E5%AD%A6%E8%AE%BE%E8%AE%A1%E7%A0%94%E7%A9%B6&sc_us=17394293416421486980&tn=SE_baiduxueshu_c1gjeupa&ie=utf-8
职业启蒙教育让每一口面包都香甜,"摘　要: 不知从何时起,各式各样的补习班、培训班、暑期训练营在中国大地上迅速崛起,家长们一边抱怨着孩子的负担太重,一边四处奔波、调查了解后把孩子送进“牢营”...",2015,维普/万方,http://xueshu.baidu.com/s?wd=paperuri%3A%28b73aee119a637847a0e84352a048c872%29&filter=sc_long_sign&sc_ks_para=q%3D%E8%81%8C%E4%B8%9A%E5%90%AF%E8%92%99%E6%95%99%E8%82%B2%E8%AE%A9%E6%AF%8F%E4%B8%80%E5%8F%A3%E9%9D%A2%E5%8C%85%E9%83%BD%E9%A6%99%E7%94%9C&sc_us=13698560158776469928&tn=SE_baiduxueshu_c1gjeupa&ie=utf-8
德国的职业启蒙教育新解——对历史沿革及课程定位的分析,"摘　要: 德国的职业启蒙教育的发展并非一帆风顺,二战后,经历了德国教育界对其意义、价值与主要任务的讨论,其地位才在中学的课程体系中得到认可,在此过程中,其内容...",2015,维普/知网,http://xueshu.baidu.com/s?wd=paperuri%3A%28e374bf9d548a7a8ceab4e027119b6b1c%29&filter=sc_long_sign&sc_ks_para=q%3D%E5%BE%B7%E5%9B%BD%E7%9A%84%E8%81%8C%E4%B8%9A%E5%90%AF%E8%92%99%E6%95%99%E8%82%B2%E6%96%B0%E8%A7%A3%E2%80%94%E2%80%94%E5%AF%B9%E5%8E%86%E5%8F%B2%E6%B2%BF%E9%9D%A9%E5%8F%8A%E8%AF%BE%E7%A8%8B%E5%AE%9A%E4%BD%8D%E7%9A%84%E5%88%86%E6%9E%90&sc_us=8953099617903846061&tn=SE_baiduxueshu_c1gjeupa&ie=utf-8
职业启蒙教育的“未启”与“开启”——基于一所小学个案的研究,"职业启蒙教育作为现代职业教育体系的根基近年逐渐进入人们的视野,但目前小学阶段的职业启蒙教育仍处于被忽视状态。以江苏省徐州市T小学为个案进行调查,结果显示当...",2015,知网/万方/维普,http://xueshu.baidu.com/s?wd=paperuri%3A%28bac100588877dde4e84ab19684c57fb7%29&filter=sc_long_sign&sc_ks_para=q%3D%E8%81%8C%E4%B8%9A%E5%90%AF%E8%92%99%E6%95%99%E8%82%B2%E7%9A%84%E2%80%9C%E6%9C%AA%E5%90%AF%E2%80%9D%E4%B8%8E%E2%80%9C%E5%BC%80%E5%90%AF%E2%80%9D%E2%80%94%E2%80%94%E5%9F%BA%E4%BA%8E%E4%B8%80%E6%89%80%E5%B0%8F%E5%AD%A6%E4%B8%AA%E6%A1%88%E7%9A%84%E7%A0%94%E7%A9%B6&sc_us=8972097736774017662&tn=SE_baiduxueshu_c1gjeupa&ie=utf-8
职业启蒙教育:现代职业教育体系的起点--追寻现代职业教育体系之根——兼论职业启蒙教育的合理性,"摘　要: 编者按:《国务院关于加快发展现代职业教育的决定》的出台,使曾经“低人一等”的职业教育解决了“断头桥”的问题,似乎增强了些许的自信。但问题又来了,与普...",2015,维普/知网/万方/enaea.edu.cn(全网免费下载),http://xueshu.baidu.com/s?wd=paperuri%3A%28b31a4ed0e5cf5d1b04548794422e78e3%29&filter=sc_long_sign&sc_ks_para=q%3D%E8%81%8C%E4%B8%9A%E5%90%AF%E8%92%99%E6%95%99%E8%82%B2%3A%E7%8E%B0%E4%BB%A3%E8%81%8C%E4%B8%9A%E6%95%99%E8%82%B2%E4%BD%93%E7%B3%BB%E7%9A%84%E8%B5%B7%E7%82%B9--%E8%BF%BD%E5%AF%BB%E7%8E%B0%E4%BB%A3%E8%81%8C%E4%B8%9A%E6%95%99%E8%82%B2%E4%BD%93%E7%B3%BB%E4%B9%8B%E6%A0%B9%E2%80%94%E2%80%94%E5%85%BC%E8%AE%BA%E8%81%8C%E4%B8%9A%E5%90%AF%E8%92%99%E6%95%99%E8%82%B2%E7%9A%84%E5%90%88%E7%90%86%E6%80%A7&sc_us=15847554459688511090&tn=SE_baiduxueshu_c1gjeupa&ie=utf-8
中美职业启蒙教育比较——基于政策内容分析的视角,"职业启蒙教育能够培养儿童形成职业意识,初步了解各个职业的工作任务和从业要求,探索符合自己兴趣和能力的职业,确立初步的职业目标,为儿童将来的求职和就业打下良好...",2015,维普/万方/道客巴巴(账号登陆免费),http://xueshu.baidu.com/s?wd=paperuri%3A%2838f153cb2d1c137be443e5876b63bb66%29&filter=sc_long_sign&sc_ks_para=q%3D%E4%B8%AD%E7%BE%8E%E8%81%8C%E4%B8%9A%E5%90%AF%E8%92%99%E6%95%99%E8%82%B2%E6%AF%94%E8%BE%83%E2%80%94%E2%80%94%E5%9F%BA%E4%BA%8E%E6%94%BF%E7%AD%96%E5%86%85%E5%AE%B9%E5%88%86%E6%9E%90%E7%9A%84%E8%A7%86%E8%A7%92&sc_us=2953266261392304329&tn=SE_baiduxueshu_c1gjeupa&ie=utf-8
作为素质教育的职业启蒙教育:传承与构想,"职业启蒙教育是广义职业教育的重要组成部分,可以看作是职业教育的一个初始阶段,其基本内涵是在基础教育阶段,学校对学生进行有目的、有组织、有计划的职业素质教育,...",2015,知网,http://xueshu.baidu.com/s?wd=paperuri%3A%28d31b79a919b81833be471248429cf1d5%29&filter=sc_long_sign&sc_ks_para=q%3D%E4%BD%9C%E4%B8%BA%E7%B4%A0%E8%B4%A8%E6%95%99%E8%82%B2%E7%9A%84%E8%81%8C%E4%B8%9A%E5%90%AF%E8%92%99%E6%95%99%E8%82%B2%3A%E4%BC%A0%E6%89%BF%E4%B8%8E%E6%9E%84%E6%83%B3&sc_us=7241389803318722063&tn=SE_baiduxueshu_c1gjeupa&ie=utf-8
赣州抓好职业启蒙教育促进就业的研究,"摘　要: 目前。赣州就业难的问题进一步加剧,一方面,中高职以及大学毕业生找不到自己满意的工作,另 一方由,企业招不到合适的员工。引发这一问题的重要原因是由于学...",2013,万方/维普/道客巴巴(账号登陆免费)/百度文库(账号登陆免费)/爱学术(全网免费下载),http://xueshu.baidu.com/s?wd=paperuri%3A%28dd2acf030e8c10f182c3379dc5a721f8%29&filter=sc_long_sign&sc_ks_para=q%3D%E8%B5%A3%E5%B7%9E%E6%8A%93%E5%A5%BD%E8%81%8C%E4%B8%9A%E5%90%AF%E8%92%99%E6%95%99%E8%82%B2%E4%BF%83%E8%BF%9B%E5%B0%B1%E4%B8%9A%E7%9A%84%E7%A0%94%E7%A9%B6&sc_us=13456186083034792988&tn=SE_baiduxueshu_c1gjeupa&ie=utf-8
赣州市社会职业启蒙教育推广策略研究,"摘　要: 赣州市社会职业启蒙教育目前处于萌芽状态,尚无有效的策略铺开实施。论文在对国内外社会职业启蒙教育推广策略进行阐述、总结的基础上,结合赣州市社会职业启...",2014,维普/道客巴巴(账号登陆免费),http://xueshu.baidu.com/s?wd=paperuri%3A%28ea304fa5c6c854d86ba650c5f68c17ab%29&filter=sc_long_sign&sc_ks_para=q%3D%E8%B5%A3%E5%B7%9E%E5%B8%82%E7%A4%BE%E4%BC%9A%E8%81%8C%E4%B8%9A%E5%90%AF%E8%92%99%E6%95%99%E8%82%B2%E6%8E%A8%E5%B9%BF%E7%AD%96%E7%95%A5%E7%A0%94%E7%A9%B6&sc_us=14702493357411475626&tn=SE_baiduxueshu_c1gjeupa&ie=utf-8
抓好职业启蒙教育问题探讨与思考,"摘　要: 赣州是革命老区,职业教育启蒙虽然较早,但由于此前经济不发达,与发达城市存在差距。本文结合赣州特点,分析了就业存在的困难和职业启蒙教育的必要性,探讨了...",2014,维普,http://xueshu.baidu.com/s?wd=paperuri%3A%28f04926655d4f7390d28fdc814b4f56f7%29&filter=sc_long_sign&sc_ks_para=q%3D%E6%8A%93%E5%A5%BD%E8%81%8C%E4%B8%9A%E5%90%AF%E8%92%99%E6%95%99%E8%82%B2%E9%97%AE%E9%A2%98%E6%8E%A2%E8%AE%A8%E4%B8%8E%E6%80%9D%E8%80%83&sc_us=6089443226294920324&tn=SE_baiduxueshu_c1gjeupa&ie=utf-8
